atualizacao,id_linha,uf,municipio,empreendimento,eixo,subeixo,modalidade,classificacao,estagio,valor_total_rs,execucao_fisica_pct,ano_prev_conclusao,tipo_executor,link,inclusao_novo_pac,fontes_financiamento,ministerio,atualizacao_str,municipio_upper
2026-03-01,18571,RS,Vacaria,Creche e/ou Escola de Educação Infantil,"Educação, Ciência e Tecnologia",Educação Básica,Seleção 2023 - Creches e Escolas de Educação Infantil,Obra,Em execução,5890407.52,13.91,2026,Municipal,Mais Informações,Seleção,OGU,MEC,2026-03-01,VACARIA
2026-03-01,11941,RS,Vacaria,Escola de Ensino Fundamental,"Educação, Ciência e Tecnologia",Educação Básica,Pacto Nacional pela Retomada das Obras da Educação,Obra,Concluído,2487997.89,96.6,2024,Municipal,Mais Informações,Planejamento Setorial,OGU,MEC,2026-03-01,VACARIA
2026-03-01,1209,RS,Vale Verde,Ampliação de Escola,"Educação, Ciência e Tecnologia",Educação Básica,"Retomada e conclusão de obras - Creches, Escolas, Quadras e Cobertura de Quadras",Obra,Concluído,119997.12,100.0,2024,Municipal,Mais Informações,Planejamento Setorial,OGU,MEC,2026-03-01,VALE VERDE
2026-03-01,20231,RS,Viamão,Escola em Tempo Integral,"Educação, Ciência e Tecnologia",Educação Básica,Seleção 2023 - Escolas em Tempo Integral,Obra,Em execução,11955564.78,3.18,2026,Municipal,Mais Informações,Seleção,OGU,MEC,2026-03-01,VIAMÃO
2026-03-01,15776,RS,Viamão,Quadra e/ou Cobertura de Quadra,"Educação, Ciência e Tecnologia",Educação Básica,"Retomada e conclusão de obras - Creches, Escolas, Quadras e Cobertura de Quadras",Obra,Concluído,165158.66,0.0,2025,Estadual,Mais Informações,Planejamento Setorial,OGU,MEC,2026-03-01,VIAMÃO
2026-03-01,17652,RS,Vicente Dutra,Creche e/ou Escola de Educação Infantil,"Educação, Ciência e Tecnologia",Educação Básica,Seleção 2023 - Creches e Escolas de Educação Infantil,Obra,Em execução,3547923.64,15.17,2026,Municipal,Mais Informações,Seleção,OGU,MEC,2026-03-01,VICENTE DUTRA
2026-03-01,1123,RS,Victor Graeff,Ampliação de Escola,"Educação, Ciência e Tecnologia",Educação Básica,Pacto Nacional pela Retomada das Obras da Educação,Obra,Em ação preparatória,252887.63,13.0,2023,Municipal,Mais Informações,Planejamento Setorial,OGU,MEC,2026-03-01,VICTOR GRAEFF
2026-03-01,14239,RS,Vitória das Missões,Creche e/ou Escola de Educação Infantil,"Educação, Ciência e Tecnologia",Educação Básica,"Retomada e conclusão de obras - Creches, Escolas, Quadras e Cobertura de Quadras",Obra,Concluído,1998362.44,100.0,2025,Municipal,Mais Informações,Planejamento Setorial,OGU,MEC,2026-03-01,VITÓRIA DAS MISSÕES
2026-03-01,4748,RS,Alvorada,CEU da Cultura,Infraestrutura Social e Inclusiva,Cultura,Seleção 2023 - CEUs da Cultura,Obra,Em licitação / Leilão,2644422.88,0.0,2028,Estadual,Mais Informações,Seleção,OGU,MinC,2026-03-01,ALVORADA
2026-03-01,4806,RS,Cachoeira do Sul,CEUs da Cultura,Infraestrutura Social e Inclusiva,Cultura,Seleção 2023 - CEUs da Cultura 2ª etapa,Obra,Em ação preparatória,2644423.0,0.0,2028,Estadual,Mais Informações,Seleção,OGU,MinC,2026-03-01,CACHOEIRA DO SUL
2026-03-01,4467,RS,Canoas,CEU da Cultura,Infraestrutura Social e Inclusiva,Cultura,Seleção 2023 - CEUs da Cultura,Obra,Em licitação / Leilão,2638319.81,0.0,2028,Estadual,Mais Informações,Seleção,OGU,MinC,2026-03-01,CANOAS
2026-03-01,4533,RS,Caxias do Sul,CEU da Cultura,Infraestrutura Social e Inclusiva,Cultura,Seleção 2023 - CEUs da Cultura,Obra,Em execução,2576225.19,0.0,2028,Estadual,Mais Informações,Seleção,OGU,MinC,2026-03-01,CAXIAS DO SUL
2026-03-01,4455,RS,Estância Velha,CEU da Cultura,Infraestrutura Social e Inclusiva,Cultura,Seleção 2023 - CEUs da Cultura,Obra,Em licitação / Leilão,2644422.88,0.0,2028,Estadual,Mais Informações,Seleção,OGU,MinC,2026-03-01,ESTÂNCIA VELHA
2026-03-01,4447,RS,Farroupilha,CEU da Cultura,Infraestrutura Social e Inclusiva,Cultura,Seleção 2023 - CEUs da Cultura,Obra,Em execução,2610488.16,0.0,2028,Estadual,Mais Informações,Seleção,OGU,MinC,2026-03-01,FARROUPILHA
2026-03-01,17354,RS,General Câmara,Projetos de Engenharia - Patrimônio Histórico,Infraestrutura Social e Inclusiva,Cultura,Seleção 2023 - Projetos de Restauros do Patrimônio Histórico,Estudo / Projeto / Plano,Em execução,300000.0,0.0,2026,Municipal,Mais Informações,Seleção,OGU,MinC,2026-03-01,GENERAL CÂMARA
2026-03-01,4800,RS,Gravataí,CEUs da Cultura,Infraestrutura Social e Inclusiva,Cultura,Seleção 2023 - CEUs da Cultura 2ª etapa,Obra,Em ação preparatória,2644423.0,0.0,2028,Estadual,Mais Informações,Seleção,OGU,MinC,2026-03-01,GRAVATAÍ
2026-03-01,4461,RS,Guaíba,CEU da Cultura,Infraestrutura Social e Inclusiva,Cultura,Seleção 2023 - CEUs da Cultura,Obra,Em execução,2634987.49,0.0,2028,Estadual,Mais Informações,Seleção,OGU,MinC,2026-03-01,GUAÍBA
2026-03-01,17316,RS,Jaguarão,Projetos de Engenharia - Patrimônio Histórico,Infraestrutura Social e Inclusiva,Cultura,Seleção 2023 - Projetos de Restauros do Patrimônio Histórico,Estudo / Projeto / Plano,Em execução,177883.58,0.0,2026,Estadual,Mais Informações,Seleção,OGU,MinC,2026-03-01,JAGUARÃO
2026-03-01,4449,RS,Novo Hamburgo,CEU da Cultura,Infraestrutura Social e Inclusiva,Cultura,Seleção 2023 - CEUs da Cultura,Obra,Em execução,2605974.06,0.0,2028,Estadual,Mais Informações,Seleção,OGU,MinC,2026-03-01,NOVO HAMBURGO
2026-03-01,5598,RS,Pelotas,Implantação do Museu da Cidade (Casa 6),Infraestrutura Social e Inclusiva,Cultura,"Retomada, conclusão e novas obras do Patrimônio Histórico",Obra,Em licitação / Leilão,13744512.0,0.0,2027,Municipal,Mais Informações,Planejamento Setorial,OGU,MinC,2026-03-01,PELOTAS
2026-03-01,4804,RS,Rio Grande,CEUs da Cultura,Infraestrutura Social e Inclusiva,Cultura,Seleção 2023 - CEUs da Cultura 2ª etapa,Obra,Em ação preparatória,2644423.0,0.0,2028,Estadual,Mais Informações,Seleção,OGU,MinC,2026-03-01,RIO GRANDE
2026-03-01,17422,RS,Rio Grande,Projetos de Engenharia - Patrimônio Histórico,Infraestrutura Social e Inclusiva,Cultura,Seleção 2023 - Projetos de Restauros do Patrimônio Histórico,Estudo / Projeto / Plano,Em execução,180657.97,0.0,2026,Municipal,Mais Informações,Seleção,OGU,MinC,2026-03-01,RIO GRANDE
2026-03-01,17284,RS,Santa Tereza,Projetos de Engenharia - Patrimônio Histórico,Infraestrutura Social e Inclusiva,Cultura,Seleção 2023 - Projetos de Restauros do Patrimônio Histórico,Estudo / Projeto / Plano,Em execução,125000.0,0.0,2026,Municipal,Mais Informações,Seleção,OGU,MinC,2026-03-01,SANTA TEREZA
2026-03-01,4463,RS,São Leopoldo,CEU da Cultura,Infraestrutura Social e Inclusiva,Cultura,Seleção 2023 - CEUs da Cultura,Obra,Em licitação / Leilão,2644422.88,0.0,2028,Estadual,Mais Informações,Seleção,OGU,MinC,2026-03-01,SÃO LEOPOLDO
2026-03-01,17294,RS,São Miguel das Missões,Projetos de Engenharia - Patrimônio Histórico,Infraestrutura Social e Inclusiva,Cultura,Seleção 2023 - Projetos de Restauros do Patrimônio Histórico,Estudo / Projeto / Plano,Em execução,300000.0,0.0,2026,Municipal,Mais Informações,Seleção,OGU,MinC,2026-03-01,SÃO MIGUEL DAS MISSÕES
2026-03-01,4469,RS,São Sebastião do Caí,CEU da Cultura,Infraestrutura Social e Inclusiva,Cultura,Seleção 2023 - CEUs da Cultura,Obra,Em execução,2515650.7,0.0,2028,Estadual,Mais Informações,Seleção,OGU,MinC,2026-03-01,SÃO SEBASTIÃO DO CAÍ
2026-03-01,4802,RS,Sapiranga,CEUs da Cultura,Infraestrutura Social e Inclusiva,Cultura,Seleção 2023 - CEUs da Cultura 2ª etapa,Obra,Em ação preparatória,2644423.0,0.0,2028,Estadual,Mais Informações,Seleção,OGU,MinC,2026-03-01,SAPIRANGA
2026-03-01,4459,RS,Viamão,CEU da Cultura,Infraestrutura Social e Inclusiva,Cultura,Seleção 2023 - CEUs da Cultura,Obra,Em licitação / Leilão,2644136.81,0.0,2028,Estadual,Mais Informações,Seleção,OGU,MinC,2026-03-01,VIAMÃO
2026-03-01,25213,RS,Bento Gonçalves,Espaço Esportivo Comunitário,Infraestrutura Social e Inclusiva,Esportes,Seleção 2025 - Espaços Esportivos Comunitários,Obra,Em licitação / Leilão,1462500.0,0.0,2028,Municipal,Mais Informações,Seleção,OGU,MESP,2026-03-01,BENTO GONÇALVES
2026-03-01,17100,RS,Camaquã,Espaço Esportivo Comunitário,Infraestrutura Social e Inclusiva,Esportes,Seleção 2023 - Espaços Esportivos Comunitários,Obra,Em execução,1500000.0,73.08,2027,Municipal,Mais Informações,Seleção,OGU,MESP,2026-03-01,CAMAQUÃ
2026-03-01,17024,RS,Canoas,Espaço Esportivo Comunitário,Infraestrutura Social e Inclusiva,Esportes,Seleção 2023 - Espaços Esportivos Comunitários,Obra,Em execução,1500000.0,0.0,2027,Municipal,Mais Informações,Seleção,OGU,MESP,2026-03-01,CANOAS
2026-03-01,25215,RS,Cruz Alta,Espaço Esportivo Comunitário,Infraestrutura Social e Inclusiva,Esportes,Seleção 2025 - Espaços Esportivos Comunitários,Obra,Em licitação / Leilão,1462500.0,0.0,2028,Municipal,Mais Informações,Seleção,OGU,MESP,2026-03-01,CRUZ ALTA
2026-03-01,25217,RS,Novo Hamburgo,Espaço Esportivo Comunitário,Infraestrutura Social e Inclusiva,Esportes,Seleção 2025 - Espaços Esportivos Comunitários,Obra,Em licitação / Leilão,1462500.0,0.0,2028,Municipal,Mais Informações,Seleção,OGU,MESP,2026-03-01,NOVO HAMBURGO
2026-03-01,17133,RS,Pelotas,Espaço Esportivo Comunitário,Infraestrutura Social e Inclusiva,Esportes,Seleção 2023 - Espaços Esportivos Comunitários,Obra,Em execução,1500000.0,41.9,2027,Municipal,Mais Informações,Seleção,OGU,MESP,2026-03-01,PELOTAS
2026-03-01,17055,RS,Porto Alegre,Espaço Esportivo Comunitário,Infraestrutura Social e Inclusiva,Esportes,Seleção 2023 - Espaços Esportivos Comunitários,Obra,Em execução,1500000.0,0.0,2027,Municipal,Mais Informações,Seleção,OGU,MESP,2026-03-01,PORTO ALEGRE
2026-03-01,25219,RS,Santa Cruz do Sul,Espaço Esportivo Comunitário,Infraestrutura Social e Inclusiva,Esportes,Seleção 2025 - Espaços Esportivos Comunitários,Obra,Em licitação / Leilão,1462500.0,0.0,2028,Municipal,Mais Informações,Seleção,OGU,MESP,2026-03-01,SANTA CRUZ DO SUL
2026-03-01,17177,RS,São Lourenço do Sul,Espaço Esportivo Comunitário,Infraestrutura Social e Inclusiva,Esportes,Seleção 2023 - Espaços Esportivos Comunitários,Obra,Em execução,1500000.0,0.0,2027,Municipal,Mais Informações,Seleção,OGU,MESP,2026-03-01,SÃO LOURENÇO DO SUL
2026-03-01,25221,RS,São Luiz Gonzaga,Espaço Esportivo Comunitário,Infraestrutura Social e Inclusiva,Esportes,Seleção 2025 - Espaços Esportivos Comunitários,Obra,Em licitação / Leilão,1462500.0,0.0,2028,Municipal,Mais Informações,Seleção,OGU,MESP,2026-03-01,SÃO LUIZ GONZAGA
2026-03-01,25223,RS,Teutônia,Espaço Esportivo Comunitário,Infraestrutura Social e Inclusiva,Esportes,Seleção 2025 - Espaços Esportivos Comunitários,Obra,Em licitação / Leilão,1462500.0,0.0,2028,Municipal,Mais Informações,Seleção,OGU,MESP,2026-03-01,TEUTÔNIA
2026-03-01,25225,RS,Uruguaiana,Espaço Esportivo Comunitário,Infraestrutura Social e Inclusiva,Esportes,Seleção 2025 - Espaços Esportivos Comunitários,Obra,Em licitação / Leilão,1462500.0,0.0,2028,Municipal,Mais Informações,Seleção,OGU,MESP,2026-03-01,URUGUAIANA
2026-03-01,17109,RS,Viamão,Espaço Esportivo Comunitário,Infraestrutura Social e Inclusiva,Esportes,Seleção 2023 - Espaços Esportivos Comunitários,Obra,Em execução,1500000.0,35.93,2027,Municipal,Mais Informações,Seleção,OGU,MESP,2026-03-01,VIAMÃO
2026-03-01,3708,RS,Porto Alegre,Centro Comunitário pela Vida,Infraestrutura Social e Inclusiva,Segurança Pública com Cidadania,Seleção 2023 - Centros Comunitários pela Vida - CONVIVE,Obra,Em licitação / Leilão,13019791.72,0.0,2027,Municipal,Mais Informações,Seleção,OGU,MJSP,2026-03-01,PORTO ALEGRE
2026-03-01,3980,RS,Alvorada,Centro de Atenção Psicossocial (CAPS),Saúde,Atenção Especializada,Seleção 2023 - Centros de Atenção Psicossocial - CAPS,Obra,Em execução,2208000.0,35.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,ALVORADA
2026-03-01,4272,RS,Bagé,Centro de Parto Normal (CPN),Saúde,Atenção Especializada,Seleção 2023 - Centros de Parto Normal,Obra,Em ação preparatória,3745000.0,0.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,BAGÉ
2026-03-01,3964,RS,Cachoeira do Sul,Centro de Atenção Psicossocial (CAPS),Saúde,Atenção Especializada,Seleção 2023 - Centros de Atenção Psicossocial - CAPS,Obra,Em execução,2208000.0,20.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,CACHOEIRA DO SUL
2026-03-01,4005,RS,Campo Bom,Centro de Atenção Psicossocial (CAPS),Saúde,Atenção Especializada,Seleção 2025 - Centro de Atenção Psicossocial - CAPS,Obra,Em execução,2593000.0,0.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,CAMPO BOM
2026-03-01,3867,RS,Caxias do Sul,Centro de Atenção Psicossocial (CAPS),Saúde,Atenção Especializada,Seleção 2023 - Centros de Atenção Psicossocial - CAPS,Obra,Em execução,2571000.0,0.0,2025,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,CAXIAS DO SUL
2026-03-01,35015,RS,Caxias do Sul,Policlínica,Saúde,Atenção Especializada,Seleção 2025 - Policlínicas,Obra,Em licitação / Leilão,30000000.0,0.0,2027,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,CAXIAS DO SUL
2026-03-01,4038,RS,Espumoso,Centro de Atenção Psicossocial (CAPS),Saúde,Atenção Especializada,Seleção 2025 - Centro de Atenção Psicossocial - CAPS,Obra,Em ação preparatória,2593000.0,0.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,ESPUMOSO
2026-03-01,4356,RS,Farroupilha,Centro Especializado em Reabilitação (CER),Saúde,Atenção Especializada,Seleção 2023 - Centros Especializados para pessoas com deficiência - CER,Obra,Em execução,7688000.0,54.0,2028,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,FARROUPILHA
2026-03-01,3769,RS,Gravataí,Centro de Atenção Psicossocial (CAPS),Saúde,Atenção Especializada,Seleção 2023 - Centros de Atenção Psicossocial - CAPS,Obra,Em execução,2571000.0,55.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,GRAVATAÍ
2026-03-01,3899,RS,Ibirubá,Centro de Atenção Psicossocial (CAPS),Saúde,Atenção Especializada,Seleção 2023 - Centros de Atenção Psicossocial - CAPS,Obra,Em execução,2208000.0,58.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,IBIRUBÁ
2026-03-01,4064,RS,Imbé,Centro de Atenção Psicossocial (CAPS),Saúde,Atenção Especializada,Seleção 2025 - Centro de Atenção Psicossocial - CAPS,Obra,Em execução,2593000.0,0.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,IMBÉ
2026-03-01,3885,RS,Lajeado,Centro de Atenção Psicossocial (CAPS),Saúde,Atenção Especializada,Seleção 2023 - Centros de Atenção Psicossocial - CAPS,Obra,Em execução,2208000.0,30.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,LAJEADO
2026-03-01,3822,RS,Novo Hamburgo,Centro de Atenção Psicossocial (CAPS),Saúde,Atenção Especializada,Seleção 2023 - Centros de Atenção Psicossocial - CAPS,Obra,Em execução,2571000.0,10.0,2027,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,NOVO HAMBURGO
2026-03-01,4300,RS,Pelotas,Centro Especializado em Reabilitação - CER,Saúde,Atenção Especializada,Centros Especializados de Saúde,Obra,Em licitação / Leilão,9724000.0,0.0,2029,Municipal,Mais Informações,Planejamento Setorial,OGU,MS,2026-03-01,PELOTAS
2026-03-01,35038,RS,Pelotas,Policlínica,Saúde,Atenção Especializada,Seleção 2025 - Policlínicas,Obra,Em licitação / Leilão,30000000.0,0.0,2027,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,PELOTAS
2026-03-01,3802,RS,Porto Alegre,Centro de Atenção Psicossocial (CAPS),Saúde,Atenção Especializada,Seleção 2023 - Centros de Atenção Psicossocial - CAPS,Obra,Em execução,2571000.0,0.0,2025,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,PORTO ALEGRE
2026-03-01,26760,RS,Porto Alegre,Maternidade,Saúde,Atenção Especializada,Seleção 2023 - Maternidades,Obra,Em licitação / Leilão,153000000.0,0.0,2028,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,PORTO ALEGRE
2026-03-01,26595,RS,Porto Alegre,Policlínica,Saúde,Atenção Especializada,Seleção 2023 - Policlínicas,Obra,Em licitação / Leilão,30000000.0,0.0,2028,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,PORTO ALEGRE
2026-03-01,4135,RS,Restinga Sêca,Centro de Atenção Psicossocial (CAPS),Saúde,Atenção Especializada,Seleção 2025 - Centro de Atenção Psicossocial - CAPS,Obra,Em execução,2593000.0,0.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,RESTINGA SÊCA
2026-03-01,4146,RS,Rio Grande,Centro de Atenção Psicossocial (CAPS),Saúde,Atenção Especializada,Seleção 2025 - Centro de Atenção Psicossocial - CAPS,Obra,Em licitação / Leilão,3317000.0,0.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,RIO GRANDE
2026-03-01,4314,RS,Rio Grande,Centro Especializado em Reabilitação - CER,Saúde,Atenção Especializada,Centros Especializados de Saúde,Obra,Em ação preparatória,9724000.0,0.0,2029,Municipal,Mais Informações,Planejamento Setorial,OGU,MS,2026-03-01,RIO GRANDE
2026-03-01,26608,RS,Rio Grande,Policlínica,Saúde,Atenção Especializada,Seleção 2023 - Policlínicas,Obra,Em execução,30000000.0,1.0,2028,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,RIO GRANDE
2026-03-01,4342,RS,Santa Rosa,Centro Especializado em Reabilitação (CER),Saúde,Atenção Especializada,Centros Especializados de Saúde,Obra,Em execução,5484000.0,27.0,2027,Municipal,Mais Informações,Planejamento Setorial,OGU,MS,2026-03-01,SANTA ROSA
2026-03-01,3923,RS,Sant'Ana do Livramento,Centro de Atenção Psicossocial (CAPS),Saúde,Atenção Especializada,Seleção 2023 - Centros de Atenção Psicossocial - CAPS,Obra,Em execução,2208000.0,30.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,SANT'ANA DO LIVRAMENTO
2026-03-01,4160,RS,São Gabriel,Centro de Atenção Psicossocial (CAPS),Saúde,Atenção Especializada,Seleção 2025 - Centro de Atenção Psicossocial - CAPS,Obra,Em execução,2593000.0,0.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,SÃO GABRIEL
2026-03-01,26578,RS,São Leopoldo,Policlínica,Saúde,Atenção Especializada,Seleção 2023 - Policlínicas,Obra,Em licitação / Leilão,30000225.0,0.0,2028,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,SÃO LEOPOLDO
2026-03-01,3759,RS,Uruguaiana,Centro de Atenção Psicossocial (CAPS),Saúde,Atenção Especializada,Centros Especializados de Saúde,Obra,Em execução,2039000.0,0.0,2024,Municipal,Mais Informações,Planejamento Setorial,OGU,MS,2026-03-01,URUGUAIANA
2026-03-01,23811,RS,Agudo,Unidade Básica de Saúde - UBS,Saúde,Atenção Primária,Seleção 2023 - Unidades Básicas de Saúde - UBSs,Obra,Em execução,5326268.0,35.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,AGUDO
2026-03-01,24151,RS,Alvorada,Unidade Básica de Saúde - UBS,Saúde,Atenção Primária,Seleção 2023 - Unidades Básicas de Saúde - UBSs,Obra,Em execução,2026110.0,25.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,ALVORADA
2026-03-01,25563,RS,Ametista do Sul,Unidade Básica de Saúde - UBS,Saúde,Atenção Primária,Seleção 2023 - Unidades Básicas de Saúde - UBSs,Obra,Em execução,2026110.0,27.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,AMETISTA DO SUL
2026-03-01,36155,RS,Aratiba,Unidade Básica de Saúde (UBS),Saúde,Atenção Primária,Seleção 2025 - Unidade Básica de Saúde - UBS,Obra,Em execução,2630000.0,0.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,ARATIBA
2026-03-01,24315,RS,Arroio do Meio,Unidade Básica de Saúde - UBS,Saúde,Atenção Primária,Seleção 2023 - Unidades Básicas de Saúde - UBSs,Obra,Em execução,2452054.0,34.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,ARROIO DO MEIO
2026-03-01,23614,RS,Arroio dos Ratos,Unidade Básica de Saúde - UBS,Saúde,Atenção Primária,Seleção 2023 - Unidades Básicas de Saúde - UBSs,Obra,Em execução,2452054.0,38.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,ARROIO DOS RATOS
2026-03-01,25192,RS,Arvorezinha,Unidade Básica de Saúde - UBS,Saúde,Atenção Primária,Seleção 2023 - Unidades Básicas de Saúde - UBSs,Obra,Em execução,2026110.0,30.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,ARVOREZINHA
2026-03-01,24210,RS,Bagé,Unidade Básica de Saúde - UBS,Saúde,Atenção Primária,Seleção 2023 - Unidades Básicas de Saúde - UBSs,Obra,Em execução,2026110.0,18.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,BAGÉ
2026-03-01,25522,RS,Bagé,Unidade Básica de Saúde - UBS,Saúde,Atenção Primária,Seleção 2023 - Unidades Básicas de Saúde - UBSs,Obra,Em execução,2452054.0,18.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,BAGÉ
2026-03-01,36169,RS,Bagé,Unidade Básica de Saúde (UBS),Saúde,Atenção Primária,Seleção 2025 - Unidade Básica de Saúde - UBS,Obra,Em licitação / Leilão,2056000.0,0.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,BAGÉ
2026-03-01,24681,RS,Barra do Ribeiro,Unidade Básica de Saúde - UBS,Saúde,Atenção Primária,Seleção 2023 - Unidades Básicas de Saúde - UBSs,Obra,Em execução,2026110.0,40.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,BARRA DO RIBEIRO
2026-03-01,36199,RS,Benjamin Constant do Sul,Unidade Básica de Saúde (UBS),Saúde,Atenção Primária,Seleção 2025 - Unidade Básica de Saúde - UBS,Obra,Em execução,2056000.0,0.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,BENJAMIN CONSTANT DO SUL
2026-03-01,23751,RS,Bento Gonçalves,Unidade Básica de Saúde - UBS,Saúde,Atenção Primária,Seleção 2023 - Unidades Básicas de Saúde - UBSs,Obra,Em execução,2026110.0,0.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,BENTO GONÇALVES
2026-03-01,23772,RS,Bom Retiro do Sul,Unidade Básica de Saúde - UBS,Saúde,Atenção Primária,Seleção 2023 - Unidades Básicas de Saúde - UBSs,Obra,Em execução,2026110.0,30.0,2025,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,BOM RETIRO DO SUL
2026-03-01,24097,RS,Boqueirão do Leão,Unidade Básica de Saúde - UBS,Saúde,Atenção Primária,Seleção 2023 - Unidades Básicas de Saúde - UBSs,Obra,Em execução,2026110.0,15.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,BOQUEIRÃO DO LEÃO
2026-03-01,36267,RS,Caçapava do Sul,Unidade Básica de Saúde (UBS),Saúde,Atenção Primária,Seleção 2025 - Unidade Básica de Saúde - UBS,Obra,Em execução,2056000.0,2.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,CAÇAPAVA DO SUL
2026-03-01,25546,RS,Cachoeira do Sul,Unidade Básica de Saúde - UBS,Saúde,Atenção Primária,Seleção 2023 - Unidades Básicas de Saúde - UBSs,Obra,Em execução,2026110.0,30.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,CACHOEIRA DO SUL
2026-03-01,36273,RS,Cachoeira do Sul,Unidade Básica de Saúde (UBS),Saúde,Atenção Primária,Seleção 2025 - Unidade Básica de Saúde - UBS,Obra,Em licitação / Leilão,2630000.0,0.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,CACHOEIRA DO SUL
2026-03-01,24562,RS,Cachoeirinha,Unidade Básica de Saúde - UBS,Saúde,Atenção Primária,Seleção 2023 - Unidades Básicas de Saúde - UBSs,Obra,Em execução,2783622.0,33.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,CACHOEIRINHA
2026-03-01,24570,RS,Cachoeirinha,Unidade Básica de Saúde - UBS,Saúde,Atenção Primária,Seleção 2023 - Unidades Básicas de Saúde - UBSs,Obra,Em execução,2783622.0,47.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,CACHOEIRINHA
2026-03-01,24704,RS,Campo Bom,Unidade Básica de Saúde - UBS,Saúde,Atenção Primária,Seleção 2023 - Unidades Básicas de Saúde - UBSs,Obra,Em execução,2026110.0,30.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,CAMPO BOM
2026-03-01,25363,RS,Candiota,Unidade Básica de Saúde - UBS,Saúde,Atenção Primária,Seleção 2023 - Unidades Básicas de Saúde - UBSs,Obra,Em execução,2026110.0,30.0,2027,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,CANDIOTA
2026-03-01,25188,RS,Canela,Unidade Básica de Saúde - UBS,Saúde,Atenção Primária,Seleção 2023 - Unidades Básicas de Saúde - UBSs,Obra,Em execução,2452054.0,0.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,CANELA
2026-03-01,23793,RS,Canoas,Unidade Básica de Saúde - UBS,Saúde,Atenção Primária,Seleção 2023 - Unidades Básicas de Saúde - UBSs,Obra,Em execução,5326268.0,30.0,2027,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,CANOAS
2026-03-01,23813,RS,Canoas,Unidade Básica de Saúde - UBS,Saúde,Atenção Primária,Seleção 2023 - Unidades Básicas de Saúde - UBSs,Obra,Em execução,5326268.0,31.0,2027,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,CANOAS
2026-03-01,36321,RS,Canoas,Unidade Básica de Saúde (UBS),Saúde,Atenção Primária,Seleção 2025 - Unidade Básica de Saúde - UBS,Obra,Em ação preparatória,3421000.0,0.0,2026,Municipal,Mais Informações,Seleção,OGU,MS,2026-03-01,CANOAS
